dataset,z_ini,z_fin,x_ini,x_fin,y_ini,y_fin,voidmean,rockmedian,sigla_campo,bacia,condition,formacao,direcao_amostra,klinkenberg,codigo_facies,permeabilidade_longitudinal_m_d,porosidade_perc,log_pixelquadrado,cod_8cl,cod_10cl,reservatorio,classperm,classporo,log_perm,quantiles4,quantiles5,quantiles10
/data/SPS104_V015570H_LIMPA_P_37410nm.nc,175,1634,193,889,193,889,9828.959124,2781.312002,BAC,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,,"    0.,12152.,12632.,12968.,62780.","    0.,11986.,12479.,12768.,13043.,62780.","    0.,11456.,11986.,12281.,12479.,12632.,12768.,12899.,13043.,13230.,
 62780."
/data/RJS710_P8968_LIMPA_P_40187nm.nc,70,1659,175,819,166,810,4696.986077,5844.371453,TVD,CAMPOS(M),LIMPA,QM,VH1,TRUE,,597,26.4,-4.239205244,,,HPQHPR,HPQ,HPR,2.775974331," 3238., 9429.,10541.,11205.,45292."," 3238., 8968.,10208.,10821.,11334.,45292."," 3238., 7272., 8968., 9755.,10208.,10541.,10821.,11078.,11334.,11635.,
 45292."
/data/LL31D_V010760H_LIMPA_P_39815nm.nc,75,1565,188,828,189,829,4109.636807,3065.186727,TUP,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 3089., 6657., 7198., 7563.,64471."," 3089., 6477., 7025., 7348., 7640.,64471."," 3089., 5915., 6477., 6802., 7025., 7198., 7348., 7491., 7640., 7823.,
 64471."
/data/SPS74_526400_LIMPA_AL_33720nm.nc,42,767,138,608,138,608,1974.278204,4429.262625,LPA,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 2218., 5956., 6338., 6682.,65335."," 2218., 5853., 6199., 6473., 6756.,65335."," 2218., 5549., 5853., 6044., 6199., 6338., 6473., 6611., 6756., 6925.,
 65335."
/data/RJS681_F4094H_LIMPA_P_39741nm.nc,105,1591,182,830,188,836,2777.186969,5394.83579,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,ESF,15.1,11.5,-5.831887314,ESF,ESF,HPQHPR,HPQ,HPR,1.178976947," 1708., 7678., 8203., 8668.,31656."," 1708., 7530., 8016., 8383., 8778.,31656."," 1708., 7072., 7530., 7803., 8016., 8203., 8383., 8568., 8778., 9062.,
 31656."
/data/BUZ8_559740_SUJA_AL_23500nm.nc,65,743,174,852,190,868,3035.634743,3130.103879,BUZ,SANTOS,SUJA,BVE,,,,,,,,,,,,," 1107., 5940., 6160., 6360.,63338."," 1107., 5869., 6083., 6235., 6412.,63338."," 1107., 5582., 5869., 5995., 6083., 6160., 6235., 6315., 6412., 6565.,
 63338."
/data/BUZ33_T013050H_LIMPA_P_49050nm.nc,140,1715,149,671,145,667,5921.572484,4604.067699,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,,72.6,17.5,-5.144919076,,,HPQHPR,HPQ,HPR,1.860936621," 6032.,10102.,10584.,11032.,59435."," 6032., 9975.,10404.,10762.,11124.,59435."," 6032., 9562., 9975.,10211.,10404.,10584.,10762.,10942.,11124.,11325.,
 59435."
/data/RJS749_T012376H_LIMPA_P_58500nm.nc,70,1072,137,565,129,557,1936.543855,4593.241063,MRO,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 1790., 5737., 6532., 6955.,51159."," 1790., 5450., 6297., 6716., 7035.,51159."," 1790., 4553., 5450., 5963., 6297., 6532., 6716., 6877., 7035., 7218.,
 51159."
/data/SPS105_626600_SUJA_AL_22000nm.nc,60,1635,202,927,207,932,2223.756758,3106.667428,BAC,SANTOS,SUJA,,,,,,,,,,,,,," 1621., 5114., 5326., 5559.,62771."," 1621., 5063., 5245., 5410., 5624.,62771."," 1621., 4927., 5063., 5161., 5245., 5326., 5410., 5504., 5624., 5822.,
 62771."
/data/RJS739A_553440_SUJA_AL_23000nm.nc,78,1007,206,904,198,896,2051.524329,3925.567124,MRO,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 1688., 5745., 5993., 6209.,59045."," 1688., 5673., 5906., 6077., 6260.,59045."," 1688., 5448., 5673., 5805., 5906., 5993., 6077., 6163., 6260., 6393.,
 59045."
/data/RJS710_P8955_LIMPA_P_40051nm.nc,95,1685,171,818,175,822,3033.497493,4546.191707,TVD,CAMPOS(M),LIMPA,QM,VH1,TRUE,,207,17.9,-4.700301611,,,HPQHPR,HPQ,HPR,2.315970345," 2420., 7038., 7559., 7803.,57236."," 2420., 6819., 7416., 7666., 7849.,57236."," 2420., 5958., 6819., 7197., 7416., 7559., 7666., 7758., 7849., 7959.,
 57236."
/data/RJS709_G0317H_LIMPA_P_39400nm.nc,55,1592,190,828,195,833,2381.549961,3852.331079,BUZ,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,207,17.2,-4.673900123,RDS,RDS,HPQHPR,HPQ,HPR,2.315970345," 1368., 5669., 6239., 6595.,64419."," 1368., 5438., 6069., 6383., 6673.,64419."," 1368., 4588., 5438., 5836., 6069., 6239., 6383., 6523., 6673., 6869.,
 64419."
/data/RJS749D_T012492V_LIMPA_P_58500nm.nc,330,1241,138,567,119,548,1658.493576,5607.875672,MRO,SANTOS,LIMPA,BVE,IV1,TRUE,,,,,,,,,,,"  993., 6290., 7236., 7749.,36321.","  993., 5961., 6943., 7465., 7841.,36321.","  993., 4936., 5961., 6549., 6943., 7236., 7465., 7658., 7841., 8050.,
 36321."
/data/LL11RJS_514940_LIMPA_AL_20205nm.nc,30,831,204,996,205,997,3931.581041,2469.262609,TUP,SANTOS,LIMPA,,,,,1.96,27.45,-6.305348669,,,LPQHPR,LPQ,HPR,0.292256071," 3764., 6123., 6332., 6581.,65335."," 3764., 6069., 6254., 6414., 6675.,65335."," 3764., 5912., 6069., 6170., 6254., 6332., 6414., 6514., 6675., 7145.,
 65335."
/data/ESS223_509130_SUJA_AL_18000nm.nc,5,1610,270,1163,243,1136,8304.777684,2154.1635,,ESPÍRITO SANTO(M,SUJA,,,,,,,,,,,,,," 7574.,10265.,10515.,10943.,65000."," 7574.,10211.,10412.,10638.,11159.,65000."," 7574.,10073.,10211.,10315.,10412.,10515.,10638.,10811.,11159.,12645.,
 65000."
/data/RJS682A_F3253H_LIMPA_P_42820nm.nc,190,1746,226,795,212,781,3716.434783,3166.383757,SRR,SANTOS,LIMPA,BVE,VH1,TRUE,LMT,20.2,24.8,-5.657403156,LMT,LMT,HPQHPR,HPQ,HPR,1.305351369," 3853., 6754., 6936., 7116.,60734."," 3853., 6709., 6868., 7003., 7161.,60734."," 3853., 6589., 6709., 6795., 6868., 6936., 7003., 7076., 7161., 7281.,
 60734."
/data/RJS682A_F3253H_LIMPA_P_46736nm.nc,80,1578,159,688,149,678,2458.164994,3860.432692,SRR,SANTOS,LIMPA,BVE,VH1,TRUE,LMT,20.2,24.8,-5.670099721,LMT,LMT,HPQHPR,HPQ,HPR,1.305351369," 2594., 6073., 6323., 6576.,65335."," 2594., 6011., 6229., 6418., 6639.,65335."," 2594., 5847., 6011., 6129., 6229., 6323., 6418., 6519., 6639., 6807.,
 65335."
/data/ABL57D_392600_LIMPA_AL_21010nm.nc,24,1134,210,969,201,960,1939.30289,2452.961728,ABL,CAMPOS(M),LIMPA,,,,,,,,,,,,,," 1420., 4084., 4351., 4645.,60476."," 1420., 3990., 4262., 4444., 4750.,60476."," 1420., 3675., 3990., 4155., 4262., 4351., 4444., 4563., 4750., 5036.,
 60476."
/data/ANP2A_F2772H_LIMPA_P_38651nm.nc,75,1559,203,866,205,868,2580.787789,5109.361159,MRO,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,210,15.7,-4.684365899,RDS,RDS,HPQHPR,HPQ,HPR,2.322219295," 1093., 7008., 7670., 8075.,55815."," 1093., 6743., 7472., 7836., 8162.,55815."," 1093., 5672., 6743., 7200., 7472., 7670., 7836., 7994., 8162., 8379.,
 55815."
/data/SPS106_641510_LIMPA_AL_22000nm.nc,175,1618,277,994,254,971,2880.548555,4471.715943,,SANTOS,LIMPA,,,,,,,,,,,,,," 4452., 7043., 7347., 7626.,61923."," 4452., 6962., 7237., 7454., 7692.,61923."," 4452., 6734., 6962., 7114., 7237., 7347., 7454., 7565., 7692., 7864.,
 61923."
/data/RJS743A_V017637H_LIMPA_P_56465nm.nc,105,1751,135,592,137,594,2480.345309,3421.233148,MRO,SANTOS,LIMPA,BVE,VH1,TRUE,GST,150,16.3,-4.836536473,GST,GST,HPQHPR,HPQ,HPR,2.176091259,"    0., 5619., 5946., 6163.,64174.","    0., 5508., 5841., 6036., 6208.,64174.","    0., 5146., 5508., 5706., 5841., 5946., 6036., 6120., 6208., 6318.,
 64174."
/data/BUZ8_V016838H_LIMPA_P_32670nm.nc,80,1512,212,1018,214,1020,4863.663819,3033.056847,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,ESF,1.53,13.2,-6.845513589,ESF,ESF,LPQHPR,LPQ,HPR,0.184691431," 3863., 7645., 7934., 8204.,63018."," 3863., 7568., 7828., 8037., 8268.,63018."," 3863., 7333., 7568., 7712., 7828., 7934., 8037., 8146., 8268., 8432.,
 63018."
/data/STAT10A_631800_SUJA_AL_30500nm.nc,170,1449,243,1096,235,1088,3333.779509,4786.502854,,SANTOS,SUJA,,,,,,,,,,,,,," 2703., 7826., 8126., 8408.,62354."," 2703., 7745., 8017., 8233., 8477.,62354."," 2703., 7511., 7745., 7895., 8017., 8126., 8233., 8346., 8477., 8660.,
 62354."
/data/RJS697_577200_LIMPA_AL_21954nm.nc,45,1594,180,898,200,918,7039.247611,10904.74755,BBG,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 9381.,17049.,17914.,18570.,47967."," 9381.,16765.,17626.,18175.,18717.,47967."," 9381.,15810.,16765.,17273.,17626.,17914.,18175.,18434.,18717.,19086.,
 47967."
/data/SPS107B_576850_LIMPA_AL_35765nm.nc,108,1353,209,940,185,916,11102.82973,5522.222927,UIRA,SANTOS,LIMPA,BVE,,,ETR,9.09,7.2,-6.065423997,ETR,ETR,LPQHPR,LPQ,HPR,0.958563883," 4372.,16002.,16605.,17268.,58326."," 4372.,15849.,16378.,16839.,17465.,58326."," 4372.,15422.,15849.,16137.,16378.,16605.,16839.,17107.,17465.,18188.,
 58326."
/data/BUZ50_576650_SUJA_AL_35000nm.nc,185,1535,215,951,210,946,4822.868862,8052.070919,BUZ,SANTOS,SUJA,,,,,4.08,10.4,-6.400468221,,,LPQHPR,LPQ,HPR,0.610660163," 4543.,12260.,12854.,13309.,60274."," 4543.,12076.,12653.,13036.,13410.,60274."," 4543.,11437.,12076.,12410.,12653.,12854.,13036.,13215.,13410.,13663.,
 60274."
/data/BR069DA_T011032H_LIMPA_P_43000nm.nc,195,1645,198,795,198,795,5670.663778,9577.488434,BR,CAMPOS(M),LIMPA,MCB,IH1,FALSE,,,,,,,,,,," 7361.,14765.,15278.,15754.,44593."," 7361.,14630.,15091.,15460.,15868.,44593."," 7361.,14250.,14630.,14884.,15091.,15278.,15460.,15650.,15868.,16169.,
 44593."
/data/SPS77A_F6292H_SUJA_P_43830nm.nc,115,1377,223,793,193,763,4787.862543,10477.55789,SPH,SANTOS,SUJA,BVE,,,,,,,,,,,,," 4794.,14732.,15377.,15922.,65106."," 4794.,14531.,15154.,15587.,16050.,65106."," 4794.,13793.,14531.,14893.,15154.,15377.,15587.,15804.,16050.,16381.,
 65106."
/data/BR69DA_T011239V_LIMPA_P_49000nm.nc,65,1386,174,700,185,711,4694.768992,4488.798414,BR,CAMPOS(M),LIMPA,MCB,IV1,FALSE,,,,,,,,,,," 2168., 8910., 9135., 9347.,57782."," 2168., 8850., 9053., 9215., 9401.,57782."," 2168., 8675., 8850., 8962., 9053., 9135., 9215., 9300., 9401., 9549.,
 57782."
/data/BUZ8_561300_SUJA_AL_23500nm.nc,115,1611,183,857,183,857,2458.148644,3296.39247,BUZ,SANTOS,SUJA,BVE,,,,,,,,,,,,," 2145., 5551., 5756., 5938.,61853."," 2145., 5493., 5683., 5826., 5981.,61853."," 2145., 5315., 5493., 5600., 5683., 5756., 5826., 5898., 5981., 6098.,
 61853."
/data/RJS660_F1345H_LIMPA_P_40340nm.nc,120,1739,173,820,164,811,50.21943956,21118.4541,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,,4.13,7.6,-6.406566965,,,LPQHPR,LPQ,HPR,0.615950052,"    0.,17850.,22185.,25755.,65025.","    0.,16575.,20655.,23460.,26520.,65025.","    0.,13515.,16575.,18870.,20655.,22185.,23460.,24990.,26520.,28305.,
 65025."
/data/SPS77A_F5787H_LIMPA_P_51940nm.nc,95,1686,144,631,148,635,3285.277353,4496.26079,SPH,SANTOS,LIMPA,BVE,VH2,TRUE,SLX,0.243,7.9,-7.609692207,OUTROS,OUTROS,LPQHPR,LPQ,HPR,-0.614393726," 3104., 7179., 7498., 8051.,60407."," 3104., 7128., 7334., 7792., 8121.,60407."," 3104., 7001., 7128., 7228., 7334., 7498., 7792., 7978., 8121., 8277.,
 60407."
/data/RJS743A_T012313V_LIMPA_P_57890nm.nc,115,1672,126,573,120,567,2734.231914,4972.494846,MRO,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 3337., 7417., 7729., 7979.,65335."," 3337., 7326., 7620., 7829., 8033.,65335."," 3337., 7052., 7326., 7493., 7620., 7729., 7829., 7927., 8033., 8165.,
 65335."
/data/RJS757D_674200_SUJA_AL_37860nm.nc,175,1592,222,905,194,877,4558.958428,6324.282962,,CAMPOS(M),SUJA,,,,,0.202,13.3,-7.709087924,,,LPQHPR,LPQ,HPR,-0.694648631," 4808., 9944.,10805.,11549.,31689."," 4808., 9711.,10488.,11115.,11683.,31689."," 4808., 9088., 9711.,10143.,10488.,10805.,11115.,11411.,11683.,11968.,
 31689."
/data/ESS227D_747990_SUJA_AL_34900nm.nc,300,1503,247,993,223,969,8186.181902,3249.727271,,ESPÍRITO SANTO(M,SUJA,,,,,,,,,,,,,," 8731.,11256.,11468.,11711.,57304."," 8731.,11203.,11387.,11552.,11788.,57304."," 8731.,11061.,11203.,11302.,11387.,11468.,11552.,11650.,11788.,12085.,
 57304."
/data/RO120D_F7314H_LIMPA_P_37589nm.nc,120,1450,194,855,175,836,9704.012822,1614.519338,RO,CAMPOS(M),LIMPA,RO,IH1,TRUE,,,,,,,,,,," 9368.,11057.,11297.,11559.,65335."," 9368.,10997.,11205.,11395.,11613.,65335."," 9368.,10832.,10997.,11109.,11205.,11297.,11395.,11504.,11613.,11747.,
 65335."
/data/LL27_G0711H_LIMPA_P_29355nm.nc,150,1594,303,1188,277,1162,3456.016368,3638.983781,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,GST,545,20.7,-4.282090876,GST,GST,HPQHPR,HPQ,HPR,2.736396502," 1769., 6430., 7099., 7546.,64184."," 1769., 6214., 6884., 7284., 7640.,64184."," 1769., 5553., 6214., 6607., 6884., 7099., 7284., 7458., 7640., 7869.,
 64184."
/data/LL27_G0711H_LIMPA_P_38500nm.nc,52,1257,189,857,184,852,3027.814521,3537.305161,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,GST,545,20.7,-4.273314549,GST,GST,HPQHPR,HPQ,HPR,2.736396502," 1249., 6000., 6684., 7124.,59188."," 1249., 5778., 6465., 6868., 7215.,59188."," 1249., 5117., 5778., 6182., 6465., 6684., 6868., 7039., 7215., 7433.,
 59188."
/data/SPS104_V015599H_LIMPA_P_37520nm.nc,250,1717,190,887,183,880,5208.560703,3166.624338,BAC,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 2630., 8143., 8443., 8738.,63375."," 2630., 8067., 8332., 8554., 8811.,63375."," 2630., 7857., 8067., 8211., 8332., 8443., 8554., 8672., 8811., 9004.,
 63375."
/data/SPS77A_F4618H_SUJA_P_40120nm.nc,590,1888,189,832,186,829,15378.52108,10020.28805,SPH,SANTOS,SUJA,BVE,,,,,,,,,,,,,"15112.,24351.,25202.,25904.,65535.","15112.,24125.,24896.,25486.,26055.,65535.","15112.,23492.,24125.,24549.,24896.,25202.,25486.,25761.,26055.,26441.,
 65535."
/data/SPS107B_567950_LIMPA_AL_35765nm.nc,140,1551,200,929,195,924,6511.873975,4458.012797,UIRA,SANTOS,LIMPA,BVE,,,,89.9,17.4,-5.067848491,,,HPQHPR,HPQ,HPR,1.953759692," 1460.,10407.,10937.,11433.,58477."," 1460.,10260.,10746.,11123.,11559.,58477."," 1460., 9802.,10260.,10533.,10746.,10937.,11123.,11322.,11559.,11923.,
 58477."
/data/BUZ3_V014522H_ANTES_P_41660nm.nc,65,1472,173,795,183,805,2731.210505,4478.886512,BUZ,SANTOS,ANTES,BVE,VH1,TRUE,,85.9,14.6,-5.082262804,,,HPQHPR,HPQ,HPR,1.933993164," 2414., 6671., 7174., 7500.,65268."," 2414., 6515., 7008., 7314., 7562.,65268."," 2414., 6035., 6515., 6800., 7008., 7174., 7314., 7439., 7562., 7709.,
 65268."
/data/RJS709_G0237H_ANTES_P_41770nm.nc,90,1338,210,810,210,810,2638.956325,4399.628348,BUZ,SANTOS,ANTES,ITP,VH1,TRUE,PKS,349,15.4,-4.444442691,PKS,PKS,HPQHPR,HPQ,HPR,2.542825427,"  875., 6443., 7024., 7254.,62321.","  875., 6122., 6890., 7123., 7300.,62321.","  875., 4888., 6122., 6653., 6890., 7024., 7123., 7211., 7300., 7413.,
 62321."
/data/RJS709_G0237H_LIMPA_P_38249nm.nc,30,1628,173,830,174,831,3683.196908,3673.639588,BUZ,SANTOS,ANTES,ITP,VH1,TRUE,PKS,349,15.4,-4.44678215,PKS,PKS,HPQHPR,HPQ,HPR,2.542825427,"    0., 6850., 7484., 7941.,65046.","    0., 6596., 7284., 7664., 8046.,65046.","    0., 5521., 6596., 7028., 7284., 7484., 7664., 7844., 8046., 8318.,
 65046."
/data/BUZ44_565380_SUJA_AL_24000nm.nc,190,1559,203,860,211,868,3264.183147,3952.972412,BUZ,SANTOS,SUJA,BVE,,,,,,,,,,,,," 2547., 6976., 7228., 7442.,63023."," 2547., 6900., 7140., 7311., 7492.,63023."," 2547., 6649., 6900., 7038., 7140., 7228., 7311., 7396., 7492., 7623.,
 63023."
/data/BUZ54_552200_SUJA_AL_32675nm.nc,320,1535,227,1021,227,1021,3239.015639,4874.120209,BUZ,SANTOS,SUJA,,,,,0.223,7.9,-7.669004001,,,LPQHPR,LPQ,HPR,-0.651695137," 3344., 7833., 8098., 8343.,60333."," 3344., 7762., 8002., 8192., 8402.,60333."," 3344., 7559., 7762., 7895., 8002., 8098., 8192., 8290., 8402., 8556.,
 60333."
/data/SEP1_V014909H_SUJA_P_38102nm.nc,50,1598,180,860,174,854,2481.244129,4160.701867,SEP,SANTOS,SUJA,BVE,VH1,TRUE,ETR,104,20.9,-4.999116699,ETR,ETR,HPQHPR,HPQ,HPR,2.017033339," 1912., 6245., 6656., 6962.,56745."," 1912., 6110., 6520., 6779., 7029.,56745."," 1912., 5638., 6110., 6352., 6520., 6656., 6779., 6900., 7029., 7192.,
 56745."
/data/ESS227D_755020_SUJA_AL_28150nm.nc,80,1261,166,711,170,715,1260.88782,3159.899163,,ESPÍRITO SANTO(M,SUJA,,,,,,,,,,,,,," 1247., 4184., 4497., 4824.,59096."," 1247., 4107., 4378., 4619., 4908.,59096."," 1247., 3896., 4107., 4253., 4378., 4497., 4619., 4750., 4908., 5150.,
 59096."
/data/BUZ4_V013826H_LIMPA_P_42200nm.nc,55,1361,166,785,169,788,5271.335904,3975.388942,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,,1102,18.4,-3.981061273,,,HPQHPR,HPQ,HPR,3.042181595," 2321., 8702., 9228., 9565.,62990."," 2321., 8508., 9067., 9366., 9638.,62990."," 2321., 7877., 8508., 8850., 9067., 9228., 9366., 9497., 9638., 9821.,
 62990."
/data/RJS743A_V017681H_LIMPA_P_57895nm.nc,70,1663,150,590,144,584,6224.664544,11036.10516,MRO,SANTOS,LIMPA,,VH1,TRUE,GST,9.72,16.9,-6.013757872,GST,GST,LPQHPR,LPQ,HPR,0.987666265," 6300.,16741.,17258.,17682.,65335."," 6300.,16579.,17081.,17423.,17780.,65335."," 6300.,16022.,16579.,16871.,17081.,17258.,17423.,17591.,17780.,18035.,
 65335."
/data/ANP2ARJS_F2740H_LIMPA_P_38630nm.nc,45,1427,181,851,188,858,2469.282302,4479.65456,MRO,SANTOS,LIMPA,BVE,VH1,TRUE,LMT,0.051,3.2,-8.307665513,LMT,LMT,LPQLPR,LPQ,LPR,-1.292429824," 1060., 6771., 7095., 7420.,65335."," 1060., 6690., 6974., 7217., 7502.,65335."," 1060., 6474., 6690., 6843., 6974., 7095., 7217., 7347., 7502., 7721.,
 65335."
/data/RJS711_F9413H_LIMPA_P_39330nm.nc,95,1591,188,849,203,864,4045.643145,4929.841268,ATP,SANTOS,LIMPA,BVE,VH1,TRUE,ESF,6.36,16.8,-6.215630363,ESF,ESF,LPQHPR,LPQ,HPR,0.803457116," 3129., 8620., 9124., 9618.,65335."," 3129., 8490., 8937., 9310., 9739.,65335."," 3129., 8124., 8490., 8734., 8937., 9124., 9310., 9509., 9739.,10053.,
 65335."
/data/SRR5_V018787V_LIMPA_P_64590nm.nc,105,1689,129,520,118,509,4363.937689,8986.843896,SRR,SANTOS,LIMPA,BVE,VV1,TRUE,,0.118,10.2,-7.922038744,,,LPQHPR,LPQ,HPR,-0.928117993," 7456.,13103.,13342.,13576.,40258."," 7456.,13042.,13253.,13430.,13634.,40258."," 7456.,12875.,13042.,13157.,13253.,13342.,13430.,13524.,13634.,13790.,
 40258."
/data/MRO5_556900_LIMPA_AL_20400nm.nc,63,1098,257,1037,245,1025,1656.744107,2674.897852,MRO,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 1323., 4094., 4375., 4641.,60889."," 1323., 4014., 4276., 4470., 4724.,60889."," 1323., 3801., 4014., 4163., 4276., 4375., 4470., 4576., 4724., 5031.,
 60889."
/data/LL69_V016145H_LIMPA_P_40000nm.nc,225,1301,287,920,288,921,5690.962463,7687.057411,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,ETR,350.7,14.7,-4.451228304,ETR,ETR,HPQHPR,HPQ,HPR,2.544935766," 3152.,12658.,13424.,14086.,65535."," 3152.,12430.,13152.,13680.,14241.,65535."," 3152.,11669.,12430.,12841.,13152.,13424.,13680.,13941.,14241.,14663.,
 65535."
/data/RJS749D_T012331H_LIMPA_P_46095nm.nc,55,1711,177,734,167,724,3373.427286,5143.8503,MRO,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 2212., 7738., 8504., 8828.,60323."," 2212., 7102., 8330., 8639., 8897.,60323."," 2212., 5010., 7102., 8035., 8330., 8504., 8639., 8764., 8897., 9071.,
 60323."
/data/RJS749D_T012331H_LIMPA_P_58500nm.nc,40,1198,134,571,124,561,2199.295335,5329.337254,MRO,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 1233., 6729., 7517., 7838.,61734."," 1233., 6120., 7340., 7653., 7904.,61734."," 1233., 4037., 6120., 7035., 7340., 7517., 7653., 7775., 7904., 8073.,
 61734."
/data/SPS107B_571310_LIMPA_AL_37150nm.nc,145,1645,203,909,194,900,5046.578759,4845.669515,UIRA,SANTOS,LIMPA,BVE,,,,0.708,8.2,-7.176730448,,,LPQHPR,LPQ,HPR,-0.149966742," 4557., 9567., 9878.,10171.,58593."," 4557., 9483., 9765., 9989.,10244.,58593."," 4557., 9239., 9483., 9639., 9765., 9878., 9989.,10106.,10244.,10444.,
 58593."
/data/BUZ43_577590_LIMPA_AL_22870nm.nc,135,1038,214,973,210,969,2175.028963,4034.394267,BUZ,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 2365., 5990., 6218., 6445.,47317."," 2365., 5932., 6133., 6304., 6501.,47317."," 2365., 5781., 5932., 6041., 6133., 6218., 6304., 6394., 6501., 6650.,
 47317."
/data/LL27_G0717H_LIMPA_P_32500nm.nc,45,1149,215,1017,218,1020,3125.676592,3157.19239,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,,157,24,-4.825452473,,,HPQHPR,HPQ,HPR,2.195899652," 1848., 5914., 6380., 6842.,65335."," 1848., 5796., 6206., 6553., 6956.,65335."," 1848., 5470., 5796., 6019., 6206., 6380., 6553., 6739., 6956., 7247.,
 65335."
/data/LL27_G0717H_LIMPA_P_42450nm.nc,33,896,171,782,181,792,2044.760556,4089.730141,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,,157,24,-4.821174824,,,HPQHPR,HPQ,HPR,2.195899652," 1941., 5701., 6121., 6547.,65335."," 1941., 5592., 5965., 6279., 6654.,65335."," 1941., 5287., 5592., 5796., 5965., 6121., 6279., 6451., 6654., 6923.,
 65335."
/data/BUZ52_582200_SUJA_AL_41500nm.nc,320,1538,236,859,240,863,9330.100664,3763.10906,BUZ,SANTOS,SUJA,,,,,,,,,,,,,," 8815.,12944.,13142.,13319.,59000."," 8815.,12889.,13071.,13210.,13361.,59000."," 8815.,12721.,12889.,12991.,13071.,13142.,13210.,13280.,13361.,13472.,
 59000."
/data/BUZ40_581790_SUJA_AL_34215nm.nc,170,1455,207,966,231,990,3008.962477,3593.002318,BUZ,SANTOS,SUJA,ITP,,,,52.6,26.4,-5.297167563,,,HPQHPR,HPQ,HPR,1.720985744," 2617., 6146., 6632., 6992.,57499."," 2617., 5998., 6468., 6778., 7069.,57499."," 2617., 5550., 5998., 6269., 6468., 6632., 6778., 6919., 7069., 7259.,
 57499."
/data/ESS227D_764450_SUJA_AL_28825nm.nc,330,1734,219,742,224,747,10957.05278,2479.292277,,ESPÍRITO SANTO(M,SUJA,,,,,,,,,,,,,," 9267.,13279.,13461.,13663.,63560."," 9267.,13229.,13395.,13529.,13735.,63560."," 9267.,13073.,13229.,13322.,13395.,13461.,13529.,13610.,13735.,14042.,
 63560."
/data/BUZ43_578000_LIMPA_AL_29000nm.nc,160,1345,237,1139,250,1152,5238.638439,3846.115511,BUZ,SANTOS,LIMPA,BVE,,,ETR,13.4,15.5,-5.89734094,ETR,ETR,HPQHPR,HPQ,HPR,1.127104798," 4091., 8753., 9081., 9357.,59031."," 4091., 8655., 8967., 9189., 9422.,59031."," 4091., 8336., 8655., 8834., 8967., 9081., 9189., 9298., 9422., 9589.,
 59031."
/data/BUZ54_569880_SUJA_AL_23090nm.nc,180,1591,217,964,221,968,2073.167448,4827.423311,BUZ,SANTOS,SUJA,,,,,,,,,,,,,," 1956., 6629., 6917., 7195.,65335."," 1956., 6556., 6810., 7022., 7262.,65335."," 1956., 6360., 6556., 6694., 6810., 6917., 7022., 7133., 7262., 7440.,
 65335."
/data/RJS682_F3137H_LIMPA_P_42406nm.nc,100,1579,155,760,169,774,6991.486218,5947.685085,SRR,SANTOS,LIMPA,BVE,VH1,TRUE,ESF,12.4,16.4,-5.914180349,ESF,ESF,HPQHPR,HPQ,HPR,1.093421685," 7490.,12588.,12972.,13311.,65335."," 7490.,12479.,12835.,13103.,13391.,65335."," 7490.,12148.,12479.,12680.,12835.,12972.,13103.,13238.,13391.,13599.,
 65335."
/data/LL27_G0706H_LIMPA_P_38500nm.nc,70,1449,183,864,181,862,2462.296048,3683.709009,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,GST,123,15.9,-4.936547239,GST,GST,HPQHPR,HPQ,HPR,2.089905111,"  439., 5704., 6146., 6481.,61001.","  439., 5560., 5999., 6280., 6556.,61001.","  439., 5053., 5560., 5818., 5999., 6146., 6280., 6411., 6556., 6743.,
 61001."
